time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-08T09:37:42.370Z,18.6453,-66.9018,28,2.54,md,7,281,0.3332,0.39,pr,pr2019008011,2019-01-08T12:14:15.620Z,"18km NNW of Camuy, Puerto Rico",earthquake,2.23,5.67,0.19,7,reviewed,pr,pr
2019-01-08T08:57:23.660Z,19.3356,-68.1676,86,3.01,md,14,233,0.8491,0.62,pr,pr2019008010,2019-01-08T12:13:47.222Z,"87km NNE of Punta Cana, Dominican Republic",earthquake,7.41,10.31,0.34,12,reviewed,pr,pr
2019-01-08T08:44:59.450Z,19.077,-64.8983,47,3.02,md,4,333,1.3333,0.18,pr,pr2019008009,2019-01-08T12:13:17.646Z,"78km NNW of Road Town, British Virgin Islands",earthquake,3.29,12.72,0.35,3,reviewed,pr,pr
2019-01-08T07:33:41.530Z,19.1333,-65.4245,67,2.68,md,4,335,1.0782,0.27,pr,pr2019008008,2019-01-08T12:12:58.940Z,"89km NNE of Luquillo, Puerto Rico",earthquake,5.5,11.73,0.3,4,reviewed,pr,pr
2019-01-08T06:50:09.095Z,61.3238,-150.0826,19.8,2.7,ml,,,,0.82,ak,ak019dc643w,2019-01-08T07:53:10.023Z,"15km NW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-08T05:54:59.300Z,19.0413,-67.9185,70,2.96,md,14,232,0.7017,0.53,pr,pr2019008005,2019-01-08T11:17:26.620Z,"72km NE of Punta Cana, Dominican Republic",earthquake,5.37,7.28,0.4,13,reviewed,pr,pr
2019-01-08T05:20:08.706Z,56.5412,-156.4159,70.8,3,ml,,,,0.62,ak,ak019dbe8zd,2019-01-08T05:32:17.221Z,"93km NNW of Chirikof Island, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-01-08T04:50:06.680Z,36.5058,71.0913,119.88,4.1,mb,,80,1.119,0.94,us,us2000j1ap,2019-01-08T05:09:09.040Z,"44km WSW of Ashkasham, Afghanistan",earthquake,7.8,8,0.145,13,reviewed,us,us
2019-01-08T04:15:53.090Z,18.9431,-65.344,44,3.23,md,12,324,0.9468,0.21,pr,pr2019008004,2019-01-08T09:47:21.550Z,"70km N of Culebra, Puerto Rico",earthquake,1.71,6.3,0.29,10,reviewed,pr,pr
2019-01-08T02:32:45.503Z,60.3994,-152.6133,124.1,2.5,ml,,,,0.66,ak,ak019d9oljr,2019-01-08T02:38:25.010Z,"11km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-08T01:13:48.199Z,59.161,-147.6124,5.2,3.2,ml,,,,0.76,ak,ak019d8z3hk,2019-01-08T01:39:46.040Z,"79km WSW of Middleton Island, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-01-08T00:59:45.740Z,17.8283,-68.4888,52,2.76,md,8,236,0.694,0.5,pr,pr2019008000,2019-01-08T04:16:25.824Z,"62km SSE of Boca de Yuma, Dominican Republic",earthquake,6.57,13.58,0.7,5,reviewed,pr,pr
2019-01-08T00:38:14.607Z,61.5446,-146.3256,19.7,2.7,ml,,,,0.88,ak,ak019d8iyam,2019-01-08T00:50:06.679Z,"46km N of Valdez, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-01-07T22:53:59.640Z,19.4088,-68.0488,70,3.36,md,3,346,1.5645,0.1,pr,pr2019007015,2019-01-08T00:51:11.040Z,"73km ENE of Miches, Dominican Republic",earthquake,3.74,9.25,0.05,3,reviewed,pr,pr
2019-01-07T17:15:44.760Z,26.7632,99.4786,10,4.5,mb,,121,5.315,1.39,us,us2000j159,2019-01-07T19:03:21.040Z,"36km N of Jinding, China",earthquake,5.2,1.9,0.115,22,reviewed,us,us
2019-01-07T16:58:50.420Z,-8.1244,108.904,76.68,4.4,mb,,60,1.617,1.04,us,us2000j14r,2019-01-08T00:09:19.383Z,"48km SSW of Karangbadar Kidul, Indonesia",earthquake,7.5,7.3,0.094,33,reviewed,us,us
2019-01-07T16:43:07.620Z,36.8196,-97.7199,5,3.4,ml,,30,0.116,0.17,us,us2000j148,2019-01-09T19:05:31.767Z,"1km NE of Medford, Oklahoma",earthquake,1.6,6.4,,46,reviewed,ok,ok
2019-01-07T16:35:26.380Z,35.0089,140.0245,48.84,4.6,mb,,138,1.55,0.48,us,us2000j14f,2019-01-10T04:59:10.715Z,"12km SW of Kawaguchi, Japan",earthquake,4.6,8,0.1,30,reviewed,us,us
2019-01-07T16:14:56.256Z,61.0169,-147.1898,14.3,3.3,ml,,,,0.77,ak,ak019budhh1,2019-01-08T02:34:16.775Z,"47km WSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-01-07T15:35:25.300Z,38.793335,-122.7365036,0.87,2.5,md,10,187,0.04704,0.12,nc,nc73130881,2019-01-10T10:06:02.910Z,"2km NE of The Geysers, CA",earthquake,0.61,1,0.14,10,automatic,nc,nc
2019-01-07T15:17:28.360Z,-31.5251,-67.8573,10,4.4,mb,,82,0.706,1.11,us,us2000j13t,2019-01-07T15:55:36.590Z,"42km ENE of Caucete, Argentina",earthquake,5.2,2,0.31,3,reviewed,us,us
2019-01-07T15:04:08.270Z,-7.9476,107.7535,61.73,4.7,mb,,80,2.743,0.94,us,us2000j13r,2019-01-08T10:14:00.387Z,"30km S of Cibaregbeg, Indonesia",earthquake,4.5,7.8,0.092,36,reviewed,us,us
2019-01-07T14:40:03.510Z,2.155,126.7225,59.95,4.8,mb,,110,1.517,0.76,us,us2000j13j,2019-01-07T16:39:24.040Z,"150km WNW of Tobelo, Indonesia",earthquake,9,7.3,0.075,55,reviewed,us,us
2019-01-07T14:24:03.780Z,28.9203,130.5171,10.63,4.9,mb,,125,2.873,0.33,us,us2000j13l,2019-01-07T16:39:13.800Z,"118km ENE of Naze, Japan",earthquake,8,5.2,0.101,31,reviewed,us,us
2019-01-07T14:11:52.310Z,2.4577,126.7612,43.51,5.2,mww,,34,1.78,1.02,us,us2000j137,2019-01-08T14:14:25.383Z,"160km WNW of Tobelo, Indonesia",earthquake,7.7,4.7,0.073,18,reviewed,us,us
2019-01-07T13:43:29.270Z,-19.5756,-68.9252,107.09,5,mww,,56,0.269,0.51,us,us2000j12v,2019-01-07T14:48:06.971Z,"146km ENE of Iquique, Chile",earthquake,7.7,5.2,0.069,20,reviewed,us,us
2019-01-07T13:40:42.820Z,19.2731,-66.2728,27,2.74,md,6,341,0.8364,0.23,pr,pr2019007013,2019-01-07T18:03:11.306Z,"89km N of Brenas, Puerto Rico",earthquake,2.97,14.89,0.13,4,reviewed,pr,pr
2019-01-07T12:48:04.640Z,19.2355,-67.028,35,3,md,5,335,0.9301,0.23,pr,pr2019007012,2019-01-07T16:50:45.157Z,"81km N of Isabela, Puerto Rico",earthquake,2.5,14.62,0.06,4,reviewed,pr,pr
2019-01-07T12:46:32.937Z,60.1599,-151.3629,25.6,2.8,ml,,,,0.74,ak,ak019bs6k76,2019-01-07T12:56:13.058Z,"23km S of Cohoe, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-07T12:18:16.710Z,18.364,-66.0835,116,2.96,md,13,209,0.323,0.32,pr,pr2019007010,2019-01-07T12:58:50.900Z,"2km ENE of Guaynabo, Puerto Rico",earthquake,2.71,1.36,0.34,11,reviewed,pr,pr
2019-01-07T12:10:52.250Z,18.1966,-68.3336,96,3.08,md,17,201,0.3209,0.16,pr,pr2019007011,2019-01-07T13:04:48.322Z,"35km SE of Boca de Yuma, Dominican Republic",earthquake,1.59,0.89,0.27,15,reviewed,pr,pr
2019-01-07T09:37:51.840Z,19.114,-66.155,48,2.78,md,7,299,0.9734,0.36,pr,pr2019007009,2019-01-07T12:30:40.331Z,"71km N of San Juan, Puerto Rico",earthquake,3.33,9.81,0.3,6,reviewed,pr,pr
2019-01-07T09:10:06.812Z,56.6868,-149.5775,35,3.1,ml,,,,0.67,ak,ak019bq6hl5,2019-01-07T09:15:12.236Z,"210km SE of Kodiak, Alaska",earthquake,,4.3,,,automatic,ak,ak
2019-01-07T08:47:04.337Z,61.3394,-150.1005,21.4,2.9,ml,,,,0.82,ak,ak019bpszb1,2019-01-08T08:30:13.575Z,"17km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-07T07:41:35.860Z,-6.9612,129.2787,143.97,4.7,mb,,30,2.245,0.91,us,us2000j118,2019-01-07T08:26:14.040Z,"250km WNW of Saumlaki, Indonesia",earthquake,7,5.5,0.06,83,reviewed,us,us
2019-01-07T07:27:39.668Z,53.7193,-164.2953,45.8,2.6,ml,,,,0.5,ak,ak019bp3cs0,2019-01-07T17:06:44.693Z,"107km ESE of Akutan, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-01-07T07:27:01.530Z,3.3547,-84.0069,32.41,4.6,mb,,136,5.56,1.05,us,us2000j115,2019-01-07T11:12:35.040Z,"Off the coast of Central America",earthquake,10.4,5.9,0.076,52,reviewed,us,us
2019-01-07T07:20:41.030Z,2.3772,126.8414,10,4.7,mb,,84,1.678,0.88,us,us2000j114,2019-01-07T15:31:11.040Z,"148km WNW of Tobelo, Indonesia",earthquake,4.3,1.8,0.072,59,reviewed,us,us
2019-01-07T07:15:29.720Z,38.0636667,-118.878,5.9,2.74,md,26,101,0.08115,0.04,nc,nc73130731,2019-01-08T22:24:57.944Z,"20km SE of Bodie, CA",earthquake,0.29,1.18,0.31,23,reviewed,nc,nc
2019-01-07T05:52:33.370Z,-10.5987,-78.167,59.55,4.6,mb,,151,1.895,0.78,us,us2000j10e,2019-01-07T20:13:24.770Z,"37km WNW of Paramonga, Peru",earthquake,8.3,7.9,0.065,71,reviewed,us,us
2019-01-07T05:08:04.630Z,10.4987,-63.1847,17.02,4.6,mb,,63,2.211,1.23,us,us2000j0zl,2019-01-07T18:30:25.626Z,"5km SW of El Pilar, Venezuela",earthquake,4.4,4.8,0.06,83,reviewed,us,us
2019-01-07T05:03:06.780Z,34.5918333,-117.4266667,8.05,2.64,ml,111,32,0.0417,0.18,ci,ci38418576,2019-01-08T23:24:09.970Z,"2km WNW of Adelanto, CA",earthquake,0.11,0.33,0.187,25,reviewed,ci,ci
2019-01-07T04:12:13.920Z,2.4424,126.8312,41.93,4.4,mb,,113,1.743,1.19,us,us2000j0z8,2019-01-07T05:09:08.040Z,"153km WNW of Tobelo, Indonesia",earthquake,4.2,6.8,0.108,25,reviewed,us,us
2019-01-07T04:03:21.640Z,2.3794,126.8812,49.41,4.5,mb,,133,1.669,0.9,us,us2000j0z3,2019-01-07T04:42:24.040Z,"144km WNW of Tobelo, Indonesia",earthquake,9.6,2.5,0.095,32,reviewed,us,us
2019-01-07T03:52:23.560Z,18.443,-67.4133,21,2.77,md,14,218,0.0881,0.19,pr,pr2019007002,2019-01-07T07:32:42.275Z,"20km WNW of Rincon, Puerto Rico",earthquake,0.8,1.41,0.41,14,reviewed,pr,pr
2019-01-07T03:48:28.790Z,-8.232,119.9272,27.86,4.7,mb,,60,2.32,0.96,us,us2000j0yt,2019-01-07T04:29:31.040Z,"23km NNW of Bolengpulau, Indonesia",earthquake,7.4,4.5,0.096,33,reviewed,us,us
2019-01-07T03:11:55.980Z,7.8755,121.9233,35,5.5,mww,,39,3.712,1.28,us,us2000j0yp,2019-01-08T12:45:18.543Z,"29km NW of Siocon, Philippines",earthquake,7.2,1.9,0.069,20,reviewed,us,us
2019-01-07T02:45:20.190Z,31.1562,-103.2465,5,2.6,mb_lg,,53,0.244,0.49,us,us2000j0ym,2019-01-07T03:10:44.040Z,"37km SE of Pecos, Texas",earthquake,0.9,1.8,0.136,16,reviewed,us,us
2019-01-07T01:48:33.760Z,19.1793,-66.1136,15,2.73,md,5,312,1.0504,0.34,pr,pr2019007006,2019-01-07T07:26:53.260Z,"78km N of San Juan, Puerto Rico",earthquake,10.54,20.46,0.18,4,reviewed,pr,pr
2019-01-07T01:44:55.470Z,-25.4207,-71.0654,10,4.2,mb,,169,0.837,1.08,us,us2000j0yh,2019-01-07T02:40:16.040Z,"58km W of Taltal, Chile",earthquake,5.3,2,0.215,6,reviewed,us,us
2019-01-07T01:09:16.940Z,19.0998,-66.1171,8,2.64,md,6,309,0.7469,0.27,pr,pr2019007005,2019-01-07T07:26:42.875Z,"70km N of San Juan, Puerto Rico",earthquake,8.66,12.21,0.18,4,reviewed,pr,pr
2019-01-07T01:04:14.170Z,36.5848351,-121.1875,2.96,2.62,md,24,115,0.01416,0.08,nc,nc73130691,2019-01-07T14:39:19.744Z,"7km NNW of Pinnacles, CA",earthquake,0.3,0.5,0.21,24,automatic,nc,nc
2019-01-07T01:02:31.570Z,19.12,-66.1493,8,2.69,md,8,299,0.7469,0.21,pr,pr2019007004,2019-01-07T07:26:31.739Z,"72km N of San Juan, Puerto Rico",earthquake,6.26,8.59,0.3,8,reviewed,pr,pr
2019-01-07T00:36:07.610Z,19.1308,-66.1265,17,2.66,md,15,259,0.7679,0.39,pr,pr2019007003,2019-01-07T22:38:18.040Z,"75km N of San Juan, Puerto Rico",earthquake,2.95,6.56,0.36,15,reviewed,pr,pr
2019-01-07T00:33:37.850Z,19.1191,-66.1518,8,2.76,md,11,296,0.7449,0.25,pr,pr2019007001,2019-01-07T22:33:22.040Z,"60km N of San Juan, Puerto Rico",earthquake,5.52,7.56,0.33,11,reviewed,pr,pr
2019-01-07T00:25:05.280Z,51.1551,-178.1774,35,4.1,mb,,155,0.685,1.09,us,us2000j0yd,2019-01-07T02:46:05.040Z,"66km E of Amatignak Island, Alaska",earthquake,5.4,2,0.12,19,reviewed,us,us
2019-01-07T00:06:09.020Z,33.0591,136.4699,470.56,4.2,mb,,92,2.271,1.45,us,us2000j0y4,2019-01-07T00:37:21.040Z,"87km SSE of Shingu, Japan",earthquake,8.8,8.2,0.093,32,reviewed,us,us
2019-01-07T00:02:52.535Z,69.5741,-144.987,3.7,3.3,ml,,,,0.51,ak,ak019bkrz4a,2019-01-07T22:43:21.040Z,"81km SW of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-01-06T23:10:42.200Z,34.2031,78.0505,10,4.3,mb,,148,6.159,1.14,us,us2000j0y0,2019-01-06T23:31:25.040Z,"43km E of Leh, India",earthquake,10.4,2,0.16,11,reviewed,us,us
2019-01-06T22:20:25.220Z,18.387,-64.6276,92,2.88,md,7,345,1.2455,0.22,pr,pr2019006016,2019-01-07T02:56:14.040Z,"13km ENE of Road Town, British Virgin Islands",earthquake,5.71,3.26,0.09,3,reviewed,pr,pr
2019-01-06T22:01:45.274Z,59.6651,-151.2423,56.5,2.6,ml,,,,0.47,ak,ak019aabxcb,2019-01-07T03:01:09.040Z,"26km SSE of Fritz Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-01-06T21:32:59.790Z,2.3262,126.7668,35,4.9,mb,,105,1.656,0.74,us,us2000j0wn,2019-01-07T02:48:30.040Z,"153km WNW of Tobelo, Indonesia",earthquake,8.2,2,0.068,67,reviewed,us,us
2019-01-06T21:29:58.220Z,19.4323,-64.5741,45,3.39,md,6,321,1.8137,0.4,pr,pr2019006015,2019-01-07T03:04:18.040Z,"59km NNE of Road Town, British Virgin Islands",earthquake,5.32,31.14,0.18,3,reviewed,pr,pr
2019-01-06T21:27:32.000Z,2.2762,126.6316,35,4.7,mb,,134,5.96,0.54,us,us2000j0wm,2019-01-07T02:38:00.040Z,"164km WNW of Tobelo, Indonesia",earthquake,9.5,2,0.087,40,reviewed,us,us
2019-01-06T21:24:02.780Z,2.6212,127.0804,35,4.4,mb,,151,1.859,0.84,us,us2000j0wl,2019-01-07T02:06:23.040Z,"142km NW of Tobelo, Indonesia",earthquake,10.4,2,0.112,23,reviewed,us,us
2019-01-06T21:07:31.020Z,2.4933,126.9728,35,4.5,mb,,158,1.754,0.74,us,us2000j0wi,2019-01-07T01:55:38.040Z,"143km NW of Tobelo, Indonesia",earthquake,8.9,2,0.118,21,reviewed,us,us
2019-01-06T20:31:42.130Z,2.3404,127.2303,60,4.6,mb,,61,1.564,1,us,us2000j0wb,2019-01-06T21:11:22.040Z,"109km NW of Tobelo, Indonesia",earthquake,9.3,2,0.097,32,reviewed,us,us
2019-01-06T20:25:36.050Z,-19.5821,-69.5005,106.46,4.8,mb,,99,0.301,1.03,us,us2000j0w5,2019-01-06T21:55:19.934Z,"97km NE of Iquique, Chile",earthquake,3.6,6.4,0.097,33,reviewed,us,us
2019-01-06T20:23:54.160Z,2.2944,126.7762,60,4.5,mb,,117,1.623,0.88,us,us2000j0w6,2019-01-06T21:07:42.040Z,"150km WNW of Tobelo, Indonesia",earthquake,9.5,2,0.099,30,reviewed,us,us
2019-01-06T20:06:29.190Z,2.3899,126.8147,60,4.9,mb,,107,1.699,1.05,us,us2000j0vz,2019-01-06T20:26:58.040Z,"151km WNW of Tobelo, Indonesia",earthquake,7.9,2,0.072,61,reviewed,us,us
2019-01-06T19:45:18.500Z,36.5904,70.0305,224.63,4.3,mb,,85,1.605,0.61,us,us2000j0vq,2019-01-06T20:57:40.040Z,"15km E of Farkhar, Afghanistan",earthquake,8.3,9.1,0.154,12,reviewed,us,us
2019-01-06T19:16:02.860Z,2.3213,126.6593,44.15,5,mb,,106,1.693,0.63,us,us2000j0vf,2019-01-06T19:45:55.040Z,"163km WNW of Tobelo, Indonesia",earthquake,7.5,5.7,0.064,77,reviewed,us,us
2019-01-06T19:13:36.920Z,17.9125,-68.9323,77,2.62,md,4,249,0.8156,0.16,pr,pr2019006014,2019-01-07T00:09:02.435Z,"57km S of La Romana, Dominican Republic",earthquake,5.43,7.83,0.39,3,reviewed,pr,pr
2019-01-06T18:44:30.690Z,-29.9768,-72.2431,10,4.8,mb,,141,0.871,0.91,us,us2000j0va,2019-01-06T20:53:26.040Z,"86km W of Coquimbo, Chile",earthquake,5.4,1.9,0.247,5,reviewed,us,us
2019-01-06T18:35:36.610Z,2.2814,126.7406,60,4.7,mb,,141,1.624,0.96,us,us2000j0v9,2019-01-06T20:48:44.040Z,"153km WNW of Tobelo, Indonesia",earthquake,9.4,2,0.096,33,reviewed,us,us
2019-01-06T18:25:30.380Z,2.2497,126.8242,60,5.1,mb,,104,1.565,0.96,us,us2000j0v6,2019-01-06T18:38:59.040Z,"143km WNW of Tobelo, Indonesia",earthquake,7.6,2,0.085,45,reviewed,us,us
2019-01-06T18:18:10.340Z,2.2074,126.7412,60,5.1,mb,,78,1.557,0.78,us,us2000j0v3,2019-01-06T18:34:11.040Z,"150km WNW of Tobelo, Indonesia",earthquake,8.5,2,0.071,65,reviewed,us,us
2019-01-06T18:14:34.230Z,2.1727,126.7053,60,4.7,mb,,107,1.54,1.31,us,us2000j0v0,2019-01-06T20:35:10.040Z,"153km WNW of Tobelo, Indonesia",earthquake,8.8,1.9,0.099,31,reviewed,us,us
2019-01-06T18:12:09.580Z,2.3406,126.9467,60,4.4,mb,,146,1.613,1.39,us,us2000j0v4,2019-01-06T20:30:21.040Z,"136km WNW of Tobelo, Indonesia",earthquake,11.2,2,0.114,22,reviewed,us,us
2019-01-06T18:01:44.490Z,2.3393,126.729,60,4.9,mb,,108,1.682,0.91,us,us2000j0ux,2019-01-06T20:16:00.040Z,"157km WNW of Tobelo, Indonesia",earthquake,9.5,2,0.082,46,reviewed,us,us
2019-01-06T17:57:23.960Z,2.2754,126.7468,60,4.7,mb,,115,1.617,1.02,us,us2000j0uv,2019-01-06T20:10:23.040Z,"152km WNW of Tobelo, Indonesia",earthquake,5.2,1.9,0.092,36,reviewed,us,us
2019-01-06T17:27:20.840Z,2.2155,126.7401,60,6.6,mww,,31,1.564,1.17,us,us2000j0uj,2019-01-07T17:30:22.688Z,"151km WNW of Tobelo, Indonesia",earthquake,6.6,1.9,0.04,60,reviewed,us,us
2019-01-06T16:22:31.520Z,39.8519,77.6114,5.26,5,mww,,45,1.819,0.72,us,us2000j0uf,2019-01-06T17:08:42.040Z,"129km E of Arzak, China",earthquake,6.4,3.5,0.071,19,reviewed,us,us
2019-01-06T15:55:11.100Z,54.8374,164.6996,10,4.6,mb,,128,4.011,0.5,us,us2000j0uc,2019-01-06T16:23:47.040Z,"91km WSW of Nikol'skoye, Russia",earthquake,9.4,1.9,0.098,31,reviewed,us,us
2019-01-06T15:51:45.710Z,54.8369,164.615,10,4.6,mb,,156,3.966,0.39,us,us2000j0uh,2019-01-06T17:02:47.040Z,"96km WSW of Nikol'skoye, Russia",earthquake,5.2,1.9,0.111,24,reviewed,us,us
2019-01-06T14:46:35.030Z,23.0991,101.093,15.71,4.2,mb,,113,2.279,0.57,us,us2000j0tz,2019-01-06T15:17:18.040Z,"8km NE of Ning'er, China",earthquake,6.1,5.6,0.215,6,reviewed,us,us
2019-01-06T14:29:25.880Z,34.2024,45.4834,10,4.1,mb,,119,0.933,0.47,us,us2000j0tw,2019-01-06T15:04:16.040Z,"45km SW of Sarpol-e Zahab, Iran",earthquake,6.2,1.9,0.14,14,reviewed,us,us
2019-01-06T14:15:08.070Z,34.065,45.7236,10,4.9,mb,,51,1.049,0.78,us,us2000j0tq,2019-01-07T05:14:33.107Z,"38km NNE of Mandali, Iraq",earthquake,7.2,1.9,0.059,91,reviewed,us,us
2019-01-06T13:51:34.098Z,61.4343,-149.9807,20.3,2.5,ml,,,,0.75,ak,ak019a59q11,2019-01-06T14:12:26.040Z,"6km NW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-06T13:41:59.000Z,34.1209,45.6814,14,5.6,mww,,40,0.994,0.64,us,us2000j0th,2019-01-08T17:53:30.755Z,"41km SSW of Sarpol-e Zahab, Iran",earthquake,5.5,1.8,0.05,39,reviewed,us,us
2019-01-06T11:15:10.900Z,19.444,-67.3048,51,2.92,md,8,261,0.9955,0.35,pr,pr2019006013,2019-01-06T16:10:54.509Z,"107km NNW of San Antonio, Puerto Rico",earthquake,4.36,17.33,0.19,6,reviewed,pr,pr
2019-01-06T11:06:20.510Z,-15.2181,-70.8284,31.27,5,mb,,116,2.689,0.91,us,us2000j0ss,2019-01-06T19:20:19.153Z,"44km SW of Ayaviri, Peru",earthquake,6.5,7.3,0.076,55,reviewed,us,us
2019-01-06T10:38:29.670Z,36.3582,-98.1869,5,2.9,mb_lg,,115,0.624,0.24,us,us2000j0sk,2019-01-07T04:34:44.669Z,"22km SSE of Helena, Oklahoma",earthquake,1.4,1.9,0.068,57,reviewed,us,us
2019-01-06T10:31:01.081Z,61.4236,-149.8858,41.2,2.5,ml,,,,0.72,ak,ak019a3d29d,2019-01-07T04:30:25.076Z,"11km SSE of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-01-06T09:32:35.660Z,19.5095,-65.555,35,3.32,md,13,292,1.3986,0.36,pr,pr2019006011,2019-01-06T10:27:52.040Z,"125km NNE of Vieques, Puerto Rico",earthquake,2.48,21.73,0.23,12,reviewed,pr,pr
2019-01-06T09:23:20.620Z,19.0043,-66.8973,44,2.52,md,4,320,0.5778,0.19,pr,pr2019006012,2019-01-06T12:16:22.306Z,"57km NNE of Isabela, Puerto Rico",earthquake,3.09,5.05,0.14,3,reviewed,pr,pr
2019-01-06T09:08:02.790Z,56.1599,-149.2174,20.22,3.5,ml,,198,2.458,0.63,us,us2000j0s9,2019-01-06T09:19:35.040Z,"265km SE of Kodiak, Alaska",earthquake,10.2,10.8,0.071,26,reviewed,us,us
2019-01-06T08:37:19.216Z,58.8553,-135.1135,1.1,2.6,ml,,,,0.62,ak,ak019a27is1,2019-01-06T08:49:34.715Z,"45km SSE of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-06T08:34:10.160Z,38.7414,141.4424,97.25,4.7,mb,,87,1.011,0.71,us,us2000j0ry,2019-01-08T01:55:36.930Z,"33km SE of Ichinoseki, Japan",earthquake,6.4,6.1,0.042,173,reviewed,us,us
2019-01-06T07:31:52.830Z,-35.2078,-104.9089,10,4.9,mb,,187,25.343,0.62,us,us2000j0rm,2019-01-06T08:26:12.040Z,"Southeast of Easter Island",earthquake,9.5,1.8,0.072,60,reviewed,us,us
2019-01-06T07:30:04.920Z,-3.3801,153.7089,390.38,5.1,mww,,42,1.739,0.95,us,us2000j0qw,2019-01-06T07:49:12.040Z,"141km NNE of Taron, Papua New Guinea",earthquake,9,5,0.069,20,reviewed,us,us
